Question,Answer
권한을 정의하는 역할과 해당 역할에 할당 된 주제에 제공되는 액세스 수준에 따라 액세스 제어 모델이 액세스를 강화하는 것은 무엇입니까?\n1. 역할 기반 액세스 제어 (RBAC)\n2. 액세스 제어 목록 (ACL)\n3. 필수 액세스 제어 (MAC)\n4. 임의의 액세스 제어 (DAC),"답변: 1, 역할 기반 액세스 제어 (RBAC)"
"어떤 유형의 검증 요소가 사용자가 암호, 핀 또는 잠금 조합과 같은 것을 알아야합니까?\n1. 타입 1\n2. 타입 3\n3. 2 형\n4. 4","답변: 1, 타입 1"
사용자 ID를 관리하고 컴퓨터 및 네트워크 리소스에 대한 액세스를 제어하는 데 어떤 유형의 시스템이 사용됩니까?\n1. 역할 기반 액세스 제어 (RBAC)\n2. 임의의 액세스 제어 (DAC)\n3. 신원 및 액세스 관리\n4. 액세스 제어 목록 (ACL),"답변: 3, 신원 및 액세스 관리"
"Identity and Access Management 라이프 사이클의 올바른 순서는 무엇입니까?\n1. 취소, 검토, 프로비저닝\n2. 프로비저닝, 검토, 취소\n3. 프로비저닝, 취소, 검토\n4. 검토, 프로비저닝, 취소","답변: 2, 프로비저닝, 검토, 취소"
ACLS (Access Control Lists)를 사용하여 전체 파일 디렉토리에 일반적으로 사용되는 액세스 제어 메커니즘은 무엇입니까?\n1. 역할 기반 액세스 제어 (RBAC)\n2. 필수 액세스 제어 (MAC)\n3. 임의의 액세스 제어 (DAC)\n4. 신원 및 액세스 관리 (IAM),"답변: 3, 임의의 액세스 제어 (DAC)"
"피험자, 개체 및 액세스 컨트롤에 대한 보안 기능은 일반적으로 먼저 그러한 액세스를 요청함으로써 객체에 액세스 할 수있는 엔티티로 설명됩니까?\n1. 액세스 제어 개념\n2. 역할 기반 액세스 제어 (RBAC)\n3. 필수 액세스 제어 (MAC)\n4. 임의의 액세스 제어 (DAC)","답변: 1, 액세스 제어 개념"
논리적 액세스 컨트롤의 일반적인 예는 무엇입니까?\n1. 은행 웹 사이트에 로그인하기 위해 휴대 전화 앱에서 생성 된 사용자 이름과 비밀번호 및 코드 입력 (Multifactor Authentication)\n2. 웹 사이트에 로그인하려면 사용자 이름과 비밀번호를 입력\n3. 모두가 제공된 답변\n4. 지문을 사용하여 휴대폰이나 노트북에 로그인,"답변: 3, 모두가 제공된 답변"
핸드 헬드 토큰이나 스마트 카드와 같이 사용자가 자신과 무언가를 갖도록 요구하는 검증 요소의 유형은 무엇입니까?\n1. 4 형\n2. 유형 1\n3. 타입 3\n4. 2 형,"답변: 4, 2 형"
보안 관리자 인 Dora는 제조 부서의 신입 사원에 대한 액세스를 구성하고 있습니다.그녀는 부품 저장 영역에 대한 액세스를 제외하면서 제조 구역에 대한 접근을 보장합니다.Dora가 적용하는 원리를 가장 잘 설명하는 것은 무엇입니까?\n1. 인증의 원리\n2. 2 인치 규칙\n3. 알아야합니다\n4. 최소한의 특권,"답변: 4, 최소한의 특권"
"주제, 대상 및 규칙 간의 관계를 가장 잘 설명하는 진술은 무엇입니까?\n1. 주제는 규칙에 따라 객체에 대한 액세스 권한이 부여됩니다.\n2. 자격 증명에 따라 객체에 주제에 대한 액세스 권한이 부여됩니다.\n3. 주제는 규칙에 따라 물체에 대한 액세스를 부여합니다.\n4. 객체는 규칙에 따라 주제에 대한 액세스 권한이 부여됩니다.","답변: 1, 주제는 규칙에 따라 객체에 대한 액세스 권한이 부여됩니다."
자격 증명은 다음 요소 중 어느 요소로 구성됩니까?\n1. 당신이 아는 것과 당신이 가진 것\n2. 사용자 이름과 비밀번호\n3. PIN 코드 + 인증서\n4. 위의 모든 것,"답변: 4, 위의 모든 것"
Joe는 매일 많은 시스템에 로그인해야하며 기억할 비밀번호가 너무 많습니다.Joe가 비밀번호를 관리하는 가장 좋은 방법은 무엇입니까?\n1. 비밀번호 관리자 또는 비밀번호 금고 소프트웨어를 사용하십시오\n2. 텍스트 파일에 비밀번호를 저장하고 안전한 장소에 저장하십시오.\n3. 종이에 암호를 적어\n4. 모든 시스템에 동일한 비밀번호를 사용하여 하나의 비밀번호 만 기억해야합니다.,"답변: 1, 비밀번호 관리자 또는 비밀번호 금고 소프트웨어를 사용하십시오"
Sarah는 10 년 넘게 IBM의 직원이었습니다.그 기간 동안 그녀는 점점 더 많은 시스템에 액세스 할 수있었습니다.이제 그녀는 일을하기 위해 액세스 할 필요조차없는 시스템에 액세스 할 수 있습니다.이것은 어떤 유형의 상황에 대한 예입니까?\n1. 권한있는 액세스 관리\n2. 특권 크리프\n3. 액세스 관리\n4. 권한 수정,"답변: 2, 특권 크리프"
"신원 및 액세스 관리 수명주기는 어떤 단계로 구성됩니까?\n1. 설정, 검토, 감사\n2. 프로비저닝, 검토, 취소\n3. 식별, 인증, 승인\n4. 생성, 모니터링, 종료","답변: 2, 프로비저닝, 검토, 취소"
다음 액세스 컨트롤 모델 중 유사한 액세스 요구가있는 사용자가 동일한 역할에 할당되는 액세스에 대한 역할을 활용하는 것은 무엇입니까?\n1. Mac\n2. 위의 어느 것도\n3. RBAC\n4. DAC,"답변: 3, RBAC"
조직은 주차장에서 건물 입구까지 자동차를 운전할 위험에 대해 우려하고 있습니다.다음 보안 조치 중이 문제를 해결하는 데 가장 적합한 보안 조치는 무엇입니까?\n1. 배지 시스템\n2. RBAC\n3. 볼라드\n4. 생체 인식,"답변: 3, 볼라드"
보안 팀은 Datacenter의 유일한 입구 또는 종료 역할을하는 도어 구성을 검토하고 있습니다.조직 직원은 일반적으로 데이터 센터에 액세스하여 작업을 수행합니다.도어 잠금 메커니즘에 전력에 영향을 미치는 화재가 발생하는 경우 다음 구성 중 가장 좋은 방법은 무엇입니까?\n1. 문은 항상 잠긴 상태로 유지되어야합니다\n2. 문이 실패해야합니다\n3. 전원이 없을 때 문이 자동으로 잠겨 있어야합니다.\n4. 문은 실패해야합니다,"답변: 2, 문이 실패해야합니다"
조직의 보안 팀은 데이터 센터 액세스의 물리적 보안에 대해 우려하고 있습니다.그들은 자물쇠가있는 두 개의 문이있는 방식으로 지어진 데이터 센터 입구를 원하고 옆집이 잠금을 해제하기 전에 첫 번째 문이 닫아야합니다.다음 중이 예는 무엇입니까?\n1. 울타리\n2. 생체 인식 잠금\n3. 볼라드\n4. 맨트랩,"답변: 4, 맨트랩"
다음 액세스 컨트롤 모델 중 어떤 액세스 제어 모델이 리소스의 제작자가 다른 사용자에게 권한을 할당 할 수있는 기능을 허용합니까?\n1. RBAC\n2. 맥\n3. 위의 어느 것도\n4. DAC,"답변: 4, DAC"
네트워크의 일부를 물리적으로 세분화하는 데 사용되는 네트워크 장치는 네트워크에 연결되어 연결된 장치를 결정할 수 있습니까?\n1. 스위치\n2. 라우터\n3. 허브\n4. 무선 액세스 포인트,"답변: 1, 스위치"
Which network device is an intelligent device that controls and routes data between network segments based on destination IP addresses?\n1. 허브\n2. 스위치\n3. 라우터\n4. 네트워크 인터페이스,"답변: 3, 라우터"
전송 된 정보에 대한 암호화를 추가하고 웹 트래픽을 보호하는 데 일반적으로 사용되는 프로토콜은 무엇입니까?\n1. http\n2. SSH\n3. ftp\n4. SSL/TLS,"답변: 4, SSL/TLS"
OSI 모델의 어떤 계층이 네트워크에서 예상되는 형식으로 데이터를 변환하는 데 책임이 있습니까?\n1. 응용 프로그램\n2. 프레젠테이션\n3. 운송\n4. 세션,"답변: 2, 프레젠테이션"
시스템간에 파일을 전송하는 데 사용되는 프로토콜과 기본적으로 통신을 위해 포트 21을 사용합니까?\n1. smtp\n2. SNMP\n3. http\n4. ftp,"답변: 4, ftp"
도메인 이름을 IP 주소로 변환하는 데 사용되는 인터넷 프로토콜은 무엇입니까?\n1. ftp\n2. DNS\n3. ldap\n4. SMTP,"답변: 2, DNS"
텍스트 전용 명령 줄 인터페이스를 통해 원격으로 로그인하고 Unix/Linux 컴퓨터로 상호 작용하는 데 사용되는 프로토콜은 무엇입니까?\n1. smtp\n2. SNMP\n3. NTP\n4. SSH,"답변: 4, SSH"
IP 네트워크 트래픽의 논리 주소 지정 및 라우팅을 담당하는 TCP/IP 모델의 어떤 계층은 무엇입니까?\n1. 호스트 투 호스트 층\n2. 네트워크 액세스 계층\n3. 인터넷 계층\n4. 애플리케이션 계층,"답변: 3, 인터넷 계층"
IPv4 주소의 32 비트 구조에 따라 이론적으로 가능한 IPv4 주소의 최대 수는 얼마입니까?\n1.56 백만\n2.30 억\n3. 16 백만\n4.80 억,"답변: 2, 30 억"
개인 용도로 예약되어 있으며 인터넷에서 라우팅 할 수없는 범위의 IP 주소는 무엇입니까?\n1. 10.0.0.0 ~ 10.255.255.255\n2. 172.16.0.0 ~ 172.31.255.255\n3. 192.168.0.0 ~ 192.168.255.255\n4. 위의 모든 것,"답변: 4, 위의 모든 것"
개인 용도로 어떤 범위의 IP 주소가 예약되어 있습니까?\n1. 150.0.0.0 ~ 150.255.255.255\n2. 210.16.0.0 ~ 210.16.255.255\n3. 172.168.0.0 ~ 172.168.255.255\n4. 위의 어느 것도,"답변: 4, 위의 어느 것도"
172.16.0.0 ~ 172.31.255.255 범위의 IP 주소를 설명하는 데 사용되는 용어는 무엇입니까?\n1. 공개 IP 주소\n2. 개인 IP 주소\n3. 예약 된 IP 주소\n4. 루프백 IP 주소,"답변: 3, 예약 된 IP 주소"
컴퓨터가 자체를 식별하고 통신 할 수 있도록 127.x.x.x 범위의 IP 주소에 대해 예약 된 용어는 무엇입니까?\n1. 예약 된 IP 주소\n2. 루프백 IP 주소\n3. 개인 IP 주소\n4. 공개 IP 주소,"답변: 2, 루프백 IP 주소"
사용 가능한 공개 IPv4 주소의 고갈 수에 대한 우려를 해결하기 위해 개발 된 최신 IP 버전은 무엇입니까?\n1. IPv6\n2. IPv4\n3. ipsec\n4. IPv5,"답변: 1, IPv6"
128 비트 영숫자 주소로 인해 몇 개의 가능한 IPv6 주소가 있습니까?\n1.340 억\n2. 128 조 2 조\n3.2 조 10 억\n4. 340 조 3 조,"답변: 4, 340 조 3 조"
IPv6의 루프백 주소는 무엇입니까?\n1. 0.0.0.0\n2. 0 : 0 : 0 : 0 : 0 : 0 : 0 : 1\n3. 127.0.0.1\n4. :: 1,"답변: 4, :: 1"
"애플리케이션 계층, 호스트-호스트 계층, 인터넷 계층 및 네트워크 액세스 계층으로 구성된 모델은 무엇입니까?\n1. OSI 모델\n2. WAN 모델\n3. LAN 모델\n4. TCP/IP 모델","답변: 4, TCP/IP 모델"
"IP 주소, 운영 체제 유형 및 버전을 식별하는 대상 범위의 IP 주소 내에있는 시스템을 열거하려는 공격 유형은 무엇입니까?\n1. 취약성 스캔\n2. 네트워크 스캔\n3. 포트 스캔\n4. 맬웨어 공격","답변: 2, 네트워크 스캔"
어떤 종류의 악성 소프트웨어가 피해를 입은 장치에 대한 통제력을 얻고 컴퓨터 시스템에 대한 무단으로 진입하고 입력 할 수 있도록 어떤 종류의 악성 소프트웨어가 설계 되었습니까?\n1. 바이러스\n2. 루트 키트\n3. 트로이 목마\n4. 웜,"답변: 2, 루트 키트"
응용 프로그램 또는 웹 페이지의 암호 입력 필드에 대한 일련의 공격은 어떤 유형의 공격입니까?\n1. 사회 공학 공격\n2. 피싱 공격\n3. 무차별 인력 공격\n4. 중간 공격,"답변: 3, 무차별 인력 공격"
사이버 공격자는 물리적 액세스 및 재설정 또는 서버 및 네트워크 장치를 재부팅하여 악의적 인 활동에 취약하게 만들 수있는 방법은 무엇입니까?\n1. USB 기반 공격\n2. DNS 중독\n3. 사회 공학 공격\n4. 어깨 서핑,"답변: 3, 사회 공학 공격"
"사이버 범죄자들의 주요 동기는 무엇입니까?\n1. 사회적 인정과 명성\n2. 금전적, 정치적 또는 개인\n3. 자선적이고 자선적인 원인\n4. 기술 발전","답변: 2, 금전적, 정치적 또는 개인"
사이버 공격 중에 여과의 주요 목표는 무엇입니까?\n1. 네트워크 성능 향상\n2. 공개 도메인에 데이터를 공개합니다\n3. 해킹 주의자 공격에 대한 방어\n4. 컴퓨터 또는 네트워크에서 데이터의 승인되지 않은 데이터 전송,"답변: 4, 컴퓨터 또는 네트워크에서 데이터의 승인되지 않은 데이터 전송"
APT (Advanced Persistent Threat) 공격의 목표는 무엇입니까?\n1. 자선 서비스 제공\n2. 취약성 평가 생성\n3. 피해자의 시스템 또는 네트워크 내에서 장기적인 존재 유지\n4. 일회성 중단과 떠나는 일을 일으킨다,"답변: 3, 피해자의 시스템 또는 네트워크 내에서 장기적인 존재 유지"
DOS (Denial of Service) 공격에서 요청 또는 처리 작업으로 시스템을 압도하는 데 사용되는 방법은 무엇입니까?\n1. 핑 공격\n2. SYN 홍수 공격\n3. 스머프 공격\n4. 피싱 공격,"답변: 2, SYN 홍수 공격"
보안 제어에서 네트워크 세분화의 목적은 무엇입니까?\n1. 네트워크 성능을 높입니다\n2. 해커에게 더 많은 장벽을 만듭니다\n3. 네트워크의 그룹 부분은 규칙을 정의하고 액세스 할 수있는 세그먼트로 구성됩니다.\n4. 모든 네트워크 통신을 방지합니다,"답변: 3, 네트워크의 그룹 부분은 규칙을 정의하고 액세스 할 수있는 세그먼트로 구성됩니다."
조직이 네트워크에 연결할 수있는 장치를 제한하는 컨트롤을 구현할 수있는 기술은 무엇입니까?\n1. VPN 기술\n2. 이메일 및 웹 응용 프로그램 필터링\n3. 무선 보안\n4. 네트워크 액세스 제어 (NAC),"답변: 4, 네트워크 액세스 제어 (NAC)"
"사이버 보안 전문가 및 제품 공급 업체에게 이전에 알려지지 않은 취약성, 악용 또는 공격을 나타내는 용어는 무엇입니까?\n1. 일 전 취약점\n2. 일 후 취약점\n3. 제로 데이 취약점\n4. 알려진 날 취약점","답변: 3, 제로 데이 취약점"
조직의 IoT 보안의 주요 목표는 무엇입니까?\n1. IoT 장치가 사이버 공격 및 데이터 유출을 활성화하지 않도록\n2. IoT 장치와 관련된 위험을 무시합니다\n3. IoT 장치의 내장 보안 기능에만 의존합니다.\n4. 네트워크에서 IoT 장치를 밀봉합니다,"답변: 1, IoT 장치가 사이버 공격 및 데이터 유출을 활성화하지 않도록"
알려진 취약점 및 오해에 대한 시스템에서 발견 된 모든 장치를 열거하는 것이 어떤 유형의 평가를 목표로합니까?\n1. 취약성 평가\n2. 위험 평가\n3. 네트워크 평가\n4. 보안 프로그램 평가,"답변: 1, 취약성 평가"
클라우드 컴퓨팅의 필수 특성은 고객이 자신의 요구와 제공 및 리소스를 측정 할 수 있도록 리소스를 조정할 수 있습니까?\n1. 주문형 셀프 서비스\n2. 자원 풀링\n3. 측정 된 서비스\n4. 빠른 탄력성,"답변: 1, 주문형 셀프 서비스"
합법적 인 프로그램 인 것처럼 보이기 때문에 사용자를 속이는 프로그램을 설명하는 데 사용되는 용어는 무엇입니까?\n1. 루트 키트\n2. 웜\n3. 봇넷\n4. 트로이 목마,"답변: 4, 트로이 목마"
조직이 네트워크 부분을 세그먼트로 그룹화 할 수있는 기술은 무엇입니까? 각각은 작은 네트워크처럼 행동합니까?\n1. 네트워크 세분화\n2. 침입 탐지 시스템 (IDS)\n3. 방화벽\n4. 가상 개인 네트워크 (VPN),"답변: 1, 네트워크 세분화"
다음 중 두 네트워크 또는 네트워크 세그먼트 간의 액세스를 제어하는 데 사용되는 것은 무엇입니까?\n1. 방화벽\n2. 이메일 필터\n3. 침입 탐지 시스템 (IDS)\n4. 바이러스 백신 소프트웨어,"답변: 1, 방화벽"
합법적 인 사용자가 정보 시스템이나 네트워크에 액세스 할 수없는 어떤 종류의 공격은 무엇입니까?\n1. 중간 공격\n2. 피싱 공격\n3. 랜섬웨어 공격\n4. 서비스 거부 (DOS) 공격,"답변: 4, 서비스 거부 (DOS) 공격"
네트워크에 연결할 수있는 장치를 제한하는 데 사용되는 기본 제어 기술은 무엇입니까?\n1. 네트워크 액세스 제어 (NAC)\n2. 침입 방지 시스템 (IPS)\n3. 방화벽\n4. 가상 개인 네트워크 (VPN),"답변: 1, 네트워크 액세스 제어 (NAC)"
"최근에 발견 된 취약성, 악용 또는 공격에 사용되는 일반적인 용어는 무엇입니까?\n1. 크로스 사이트 스크립팅 (XSS)\n2. 버퍼 오버플로\n3. 제로 데이\n4. 루트 키트","답변: 3, 제로 데이"
고객에게 고객에게 셀프 서비스를 제공하는 클라우드 서비스 모델은 주문시 프로비저닝 및 비비를 제공 할 수있는 인프라 리소스 풀에 대한 셀프 서비스 액세스를 제공합니까?\n1. 서비스로서 소프트웨어 (SAAS)\n2. 서비스로서 플랫폼 (PAAS)\n3. 서비스로서의 네트워크 (NAA)\n4. 서비스로서의 인프라 (IAAS),"답변: 4, 서비스로서의 인프라 (IAAS)"
인터넷과 같은 공개 네트워크를 통해 개인 네트워크에 안전하게 연결할 수있는 기술은 무엇입니까?\n1. 방화벽\n2. 가상 사설 네트워크 (VPN)\n3. 침입 탐지 시스템 (IDS)\n4. 네트워크 세분화,"답변: 2, 가상 사설 네트워크 (VPN)"
사기 목적으로 사용될 수있는 기밀 또는 개인 정보를 공개하도록 개인을 속이기 위해 속임수를 사용하는 관행을 설명하는 데 어떤 용어가 사용됩니까?\n1. 스파이웨어\n2. 피싱\n3. 랜섬웨어\n4. 분산 서비스 거부 (DDO),"답변: 2, 피싱"
다음 중 컴퓨터 네트워킹의 물리적 주소라고하는 것은 무엇입니까?\n1. 루프백 주소\n2. IPv6 주소\n3. IPv4 주소\n4. Mac 주소,"답변: 4, Mac 주소"
OSI 모델에는 몇 개의 레이어가 있습니까?\n1. 6\n2. 5\n3. 7\n4. 8,"답변: 3, 7"
다음 중 웹 사이트 나 응용 프로그램과 같은 다른 컴퓨터에 컨텐츠를 제공하는 컴퓨터를 가장 잘 설명하는 것은 무엇입니까?\n1. 라우터\n2. 엔드 포인트\n3. 서버\n4. 클라이언트,"답변: 3, 서버"
OSI 모델의 일곱 번째 층의 이름은 무엇입니까?\n1. 네트워크\n2. 프레젠테이션\n3. 응용 프로그램\n4. 세션,"답변: 3, 응용 프로그램"
다음 중 봇넷에 의해 수행 될 가능성이 가장 높은 공격은 무엇입니까?\n1. 트로이 목마 공격\n2. DDOS 공격\n3. 백도어 공격\n4. 고급 지속적인 위협 공격,"답변: 2, DDOS 공격"
