Question,Answer
"An organization is concerned about the risk of a car driving from the parking lot through the entrance of the building. Which of the following security measures would best help address this concern?
1. Badge system
2. RBAC
3. Bollards
4. Biometrics",답변: 3
"The security team is reviewing the configuration of the door that serves as the only entrance or exit to the datacenter. Organization personnel commonly access the datacenter to perform their work. In the event of a fire that impacts power to the door-locking mechanism, which of the following configurations is best?
1. The door should always remain locked
2. The door should fail-open
3. The door should automatically lock when there is no power
4. The door should fail-secure",답변: 2
"The security team of an organization is concerned about the physical security of datacenter access. They want the datacenter entrance built in such a way that there are two doors with locks and the first door must close before the next door can be unlocked. Which of the following is this an example of?
1. Fence
2. Biometric lock
3. Bollard
4. Mantrap",답변: 4
"Which of the following access control models allows the creator of a resource the ability to assign permissions to other users?
1. RBAC
2. MAC
3. None of the above
4. DAC",답변: 4
"Which network device is used for physically segmenting parts of the network and can determine the devices connected to it?
1. Switch
2. Router
3. Hub
4. Wireless Access Point",답변: 1
"Which network device is an intelligent device that controls and routes data between network segments based on destination IP addresses?
1. Hub
2. Switch
3. Router
4. Network Interface",답변: 3
"Which protocol adds encryption for transmitted information and is commonly used for securing web traffic?
1. HTTP
2. SSH
3. FTP
4. SSL/TLS",답변: 4
"Which layer of the OSI model is responsible for translating data to the format expected by the network?
1. Application
2. Presentation
3. Transport
4. Session",답변: 2
"Which protocol is used for transferring files between systems and uses port 21 for communication by default?
1. SMTP
2. SNMP
3. HTTP
4. FTP",답변: 4
"Which internet protocol is used to translate domain names into IP addresses?
1. FTP
2. DNS
3. LDAP
4. SMTP",답변: 2
"Which protocol is used for remotely logging into and interacting with Unix/Linux computers through a text-only command-line interface?
1. SMTP
2. SNMP
3. NTP
4. SSH",답변: 4
"Which layer of the TCP/IP model is responsible for logical addressing and routing of IP network traffic?
1. Host-to-Host Layer
2. Network Access Layer
3. Internet Layer
4. Application Layer",답변: 3
"What is the maximum number of IPv4 addresses theoretically possible based on the 32-bit structure of IPv4 addresses?
1. 256 million
2. 4.3 billion
3. 16 million
4. 8 billion",답변: 2
"Which range of IP addresses is reserved for private use and cannot be routed on the Internet?
1. 10.0.0.0 to 10.255.255.255
2. 172.16.0.0 to 172.31.255.255
3. 192.168.0.0 to 192.168.255.255
4. All the above",답변: 4
"Which range of IP addresses is reserved for private use?
1. 150.0.0.0 to 150.255.255.255
2. 210.16.0.0 to 210.16.255.255
3. 172.168.0.0 to 172.168.255.255
4. None of the above ",답변: 4
"What is the term used to describe the IP addresses in the range 172.16.0.0 to 172.31.255.255?
1. Public IP addresses
2. Private IP addresses
3. Reserved IP addresses
4. Loopback IP addresses",답변: 3
"What is the term reserved for the IP addresses in the 127.x.x.x range that allow a computer to identify and communicate with itself?
1. Reserved IP addresses
2. Loopback IP addresses
3. Private IP addresses
4. Public IP addresses",답변: 2
"What is the newest version of IP developed to solve the concern around the depleting number of available public IPv4 addresses?
1. IPv6
2. IPv4
3. IPSec
4. IPv5",답변: 1
"How many possible IPv6 addresses are there due to its 128-bit alphanumeric addresses?
1. 340 billion billion
2. 128 trillion trillion
3. 2 trillion billion
4. 340 trillion trillion trillion",답변: 4
"What is the loopback address in IPv6?
1. 0.0.0.0
2. 0:0:0:0:0:0:0:1
3. 127.0.0.1
4. ::1",답변: 4
"Which model consists of the Application Layer, Host-to-Host Layer, Internet Layer, and Network Access Layer?
1. OSI model
2. WAN model
3. LAN model
4. TCP/IP model",답변: 4
"Which type of attack seeks to enumerate what systems are within a targeted range of IP addresses, identifying their IP address, operating system type, and version?
1. Vulnerability scanning
2. Network scanning
3. Port scanning
4. Malware attack",답변: 2
"What kind of malicious software is designed to covertly penetrate and obtain unauthorized entry to computer systems, gaining control over the affected device?
1. Virus
2. Rootkit
3. Trojan
4. Worm",답변: 2
"Which type of attack is a series of guesses against the password entry field of an application or a web page?
1. Social engineering attack
2. Phishing attack
3. Brute force attack
4. Man-in-the-middle attack",답변: 3
"What method can cyber attackers use to gain physical access and reset or reboot servers and network devices, leaving them vulnerable to malicious activities?
1. USB-based attack
2. DNS poisoning
3. Social engineering attack
4. Shoulder surfing",답변: 3
"What is the main motivation for cyber criminals?
1. Social recognition and fame
2. Monetary, Political, or Personal
3. Philanthropic and charitable causes
4. Technological advancement",답변: 2
"What is the primary objective of exfiltration during a cyberattack?
1. Improving network performance
2. Releasing data to the public domain
3. Defending against hacktivist attacks
4. Unauthorized transfer of data from a computer or network",답변: 4
"What is the goal of an advanced persistent threat (APT) attack?
1. Providing charitable services
2. Creating vulnerability assessments
3. Maintaining a longer-term presence within the victim’s system or network
4. Causing a one-time disruption and leaving",답변: 3
"Which method is used to overwhelm a system with requests or processing tasks in a denial of service (DoS) attack?
1. Ping attack
2. SYN flood attack
3. Smurf attack
4. Phishing attack",답변: 2
"What is the purpose of network segmentation in a security control?
1. Increase network performance
2. Create more barriers for hackers
3. Group portions of the network into segments for which rules can be defined and access controlled
4. Prevent all network communication",답변: 3
"Which technology allows organizations to implement controls that limit what devices can connect to their network?
1. VPN technology
2. E-mail and web application filtering
3. Wireless security
4. Network access control (NAC)",답변: 4
"What is the term that refers to vulnerabilities, exploits, or attacks that were previously unknown to cybersecurity professionals and product vendors?
1. Pre-day vulnerabilities
2. Post-day vulnerabilities
3. Zero-day vulnerabilities
4. Known-day vulnerabilities",답변: 3
"What is the primary goal of IoT security for organizations?
1. To ensure IoT devices do not enable cyberattacks and data breaches
2. To ignore the risks associated with IoT devices
3. To solely rely on built-in security features of IoT devices
4. To seal off IoT devices from the network",답변: 1
"What type of assessment aims to enumerate all devices found on a system for known vulnerabilities and misconfigurations?
1. Vulnerability assessment
2. Risk assessment
3. Network assessment
4. Security program assessment",답변: 1
"Which essential characteristic of cloud computing allows customers to tailor resources to their needs and provision and deprovision resources themselves?
1. On-demand self-service
2. Resource pooling
3. Measured service
4. Rapid elasticity",답변: 1
"What is the term used to describe a program that tricks the user into running it because it appears to be a legitimate program?
1. Rootkit
2. Worm
3. Botnet
4. Trojan",답변: 4
"What technology allows organizations to group network portions into segments, each acting like a small network?
1. Network segmentation
2. Intrusion detection system (IDS)
3. Firewall
4. Virtual private network (VPN)",답변: 1
"Which of the following is used to control access between two networks or network segments?
1. Firewall
2. E-mail filter
3. Intrusion detection system (IDS)
4. Antivirus software",답변: 1
"What kind of attack causes a legitimate user to be unable to access an information system or network?
1. Man-in-the-middle attack
2. Phishing attack
3. Ransomware attack
4. Denial of service (DoS) attack",답변: 4
"What is the primary control technology used to limit what devices can connect to a network?
1. Network access control (NAC)
2. Intrusion prevention system (IPS)
3. Firewall
4. Virtual private network (VPN)",답변: 1
"What is the common term used for a recently discovered vulnerability, exploit, or attack?
1. Cross-site scripting (XSS)
2. Buffer overflow
3. Zero-day
4. Rootkit",답변: 3
"Which cloud service model provides customers self-service access to a pool of infrastructure resources that can be provisioned and deprovisioned on demand?
1. Software as a service (SaaS)
2. Platform as a service (PaaS)
3. Network as a service (NaaS)
4. Infrastructure as a service (IaaS)",답변: 4
"Which technology enables a secure connection into a private network through a public network such as the Internet?
1. Firewall
2. Virtual private network (VPN)
3. Intrusion detection system (IDS)
4. Network segmentation",답변: 2
"What term is used to describe the practice of using deception to trick individuals into divulging confidential or personal information that may be used for fraudulent purposes?
1. Spyware
2. Phishing
3. Ransomware
4. Distributed denial of service (DDoS)",답변: 2
"Which of the following is referred to as a physical address in computer networking?
1. Loopback address
2. IPv6 address
3. IPv4 address
4. MAC address",답변: 4
"How many layers are there in the OSI model?
1. 6
2. 5
3. 7
4. 8",답변: 3
"Which of the following terms best describes a computer that provides content to other computers such as a website or an application?
1. Router
2. Endpoint
3. Server
4. Client",답변: 3
"What is the name of the seventh layer of the OSI model?
1. Network
2. Presentation
3. Application
4. Session",답변: 3
"Which of the following attacks are most likely to be carried out by a botnet?
1. Trojan horse attack
2. DDoS attack
3. Backdoor attack
4. Advanced persistent threat attack",답변: 2
"What is the best description of the difference between a phishing e-mail and a spear phishing e-mail?
1. A spear phishing e-mail is sent to random recipients; a phishing e-mail is sent to specific recipients.
2. A phishing e-mail is sent to an entire company; a spear phishing e-mail is sent to a specific person.
3. A phishing e-mail is sent to a specific person; a spear phishing e-mail is sent to an entire company.
4. A phishing e-mail is sent to random recipients; a spear phishing e-mail is sent to specific recipients.",답변: 4
"Which of the following is not a true statement about a worm?
1. It does not require a host program to infect and deliver it to the victim system.
2. It is a type of botnet.
3. It can replicate itself.
4. It is a type of malware.",답변: 2
"What is the primary difference between an IDS and an IPS?
1. An IDS detects malicious activity, whereas an IPS prevents the activity from happening in the first place.
2. They both do the same thing.
3. An IDS detects malicious activity, whereas an IPS monitors system performance.
4. An IDS detects malicious activity, whereas an IPS detects malicious activity and takes action on it.",답변: 4
"Joe is a cyber criminal who has targeted a web server for a potential cyberattack. Joe wants to know if the server has any unpatched vulnerabilities he might be able to exploit. Which of the following actions is Joe most likely to take?
1. Launch a smurf attack against the target server.
2. Send a spear phishing e-mail to the target server.
3. Run a vulnerability scan against the target server.
4. Send a phishing e-mail to the target server.",답변: 3
"Norbert sends Dora a message encrypted with a private key. Dora decrypts the message with the same private key. Which of the following types of encryption is this an example of?
1. Asymmetric
2. Symmetric
3. Hashing
4. None of the above",답변: 2
"Which of the following is not a secure method of data deletion?
1. Overwriting
2. Physical destruction of a hard drive
3. Emptying the recycle bin on your computer desktop
4. Zeroization",답변: 3
"Which of the following can be used to create message digests?
1. Symmetric encryption algorithms
2. Hash functions
3. Asymmetric encryption algorithms
4. All of the above",답변: 2
"A security administrator is looking for ways to automate the monitoring of logs throughout the environment. Which of the following solutions would help provide automated monitoring capability?
1. Regularly review the logs
2. Store the logs on a centralized log server
3. Implement a firewall
4. Implement a SIEM",답변: 4
"Which of the following types of encryption uses two keys: one for encryption and a separate key for decryption?
1. Hashing
2. Symmetric
3. Asymmetric
4. None of the above",답변: 3
"As the new CISO of his organization, Norbert decided to initiate a comprehensive set of scans. The scans reported that nearly all of his endpoints have known operating system vulnerabilities. What is the most likely root cause of this situation?
1. The endpoints do not have up-to-date antimalware software installed
2. The organization is the victim of an advanced persistent threat
3. Brute force attack
4. The endpoints have not been kept up-to-date with the latest security patches",답변: 4
"A network administrator found that one of the firewalls was no longer configured in accordance with recommended settings from DISA as it once was. What is the most likely reason for this?
1. Data integrity
2. The settings from DISA were incorrect
3. Privilege creep
4. Configuration management procedures for the device were not followed",답변: 4
"Norbert isn’t sure if he is allowed to use his company-owned laptop to send messages to his friend on Facebook. To find out if he can, which policy should he refer to?
1. Data handling policy
2. BYOD policy
3. None of the above
4. AUP (Acceptable Use Policy)",답변: 4
"Of the policies listed, which one is most likely to provide guidance on connecting a home computer to the work network via VPN?
1. None of the above
2. Data handling policy
3. AUP
4. BYOD",답변: 4
"What is the central goal of a workplace security program that uses posters and reminders to emphasize password security?
1. Security testing
2. Security policy
3. Security awareness
4. Security training",답변: 3
"Why is it essential to provide social engineering training to employees?
1. So employees can report security violations to management
2. To show people how to perform a social engineering attack
3. None of the above
4. To teach people what to look out for",답변: 4
"What aspect of handling incidents involves planning, processes, and tools for how an organization prepares for and responds to security incidents?
1. Incident response
2. Disaster recovery
3. Security incident
4. Business continuity",답변: 1
"Which of the following refers to the process of preparing, detecting, analyzing, containing, eradicating, and recovering from a security incident?
1. Disaster recovery
2. Security incident handling
3. Business continuity
4. Incident response",답변: 4
"In the incident response process, what is the first phase?
1. Post-incident activity
2. Containment, eradication, and recovery
3. Preparation
4. Detection and analysis",답변: 3
"Which of the following terms refers to an occurrence of an activity on an information system?
1. Threat
2. Vulnerability
3. Exploit
4. Event",답변: 4
"What focuses on bringing systems impacted by an incident back to a normal operational state after the source of the incident has been eradicated?
1. Post-incident activity
2. Recovery
3. Eradication
4. Detection and analysis",답변: 2
"What is the primary purpose of the incident response policy?
1. Identify the functions essential for business operation in the event of an incident
2. Define the organization’s approach to incident response
3. Plan how the organization continues to operate after an incident
4. Record and document incident details",답변: 2
"In security incident response, what involves ensuring an organization is prepared to respond to security events and incidents?
1. Conducting a lessons-learned assessment
2. Continuous improvement considerations
3. Planning and resourcing
4. Retaining evidence",답변: 3
"What is the process of saving data for future use or reference?
1. Retention of evidence
2. Recovery
3. Eradication
4. Containment",답변: 1
"During which phase of the incident response process is the incident response plan developed and documented?
1. Detection and analysis
2. Post-incident activity
3. Containment, eradication, and recovery
4. Preparation",답변: 4
"During which phase of the incident response process does the lessons-learned assessment take place?
1. Preparation
2. Detection and analysis
3. Post-incident activity
4. Containment, eradication, and recovery",답변: 3
"A security analyst is reviewing log files from a system to determine if a security incident has occurred. This is an example of an activity that takes place in which of the following incident response process phases?
1. Post-incident activity
2. Detection and analysis
3. Containment, eradication, and recovery
4. Preparation",답변: 2
"In which phase of the incident response process would a security analyst recover a system from a backup?
1. Post-incident activity
2. Containment, eradication, and recovery
3. Detection and analysis
4. Preparation",답변: 2
"What phase comes after the detection and analysis phase in the incident response process?
1. Detection and analysis is the last phase of the process
2. Post-incident activity
3. Containment, eradication, and recovery
4. Preparation",답변: 3
"Carol is tasked with creating a business continuity plan for her organization. What should she do to determine which of her organization’s business functions should be restored in the event of an incident?
1. Calculate the MTD for each business function
2. Conduct a business impact analysis
3. Conduct a risk assessment
4. Interview key stakeholders throughout the organization",답변: 2
"Of the following, which is the most likely reason a business continuity program might fail?
1. Failure to test the plan and procedures
2. Failure to address the threats the organization is most likely to face
3. Failure to document activation procedures
4. All of the above",답변: 4
"Alice is responsible for designing her organization’s datacenter to provide resiliency in the event of a disaster. If a disaster occurs, she wants to have the new datacenter up and running within a few days, but she does not want to incur the cost of building a full datacenter with all equipment fully installed and configured. Which of the following options is the best choice for her situation?
1. Hot site
2. Cold site
3. Warm site
4. Tertiary site",답변: 3
"What is the state of being free from danger or a threat, and involves protection from threats posed by others?
1. Scanning
2. Security
3. Segmentation
4. Perimeter",답변: 2
"What type of computer hacker is unskilled and uses programs developed by others to carry out attacks but may not fully understand how the program works or the damage it can cause?
1. Spyware
2. Baiting
3. Script Kiddie
4. Phishing",답변: 3
"What is the term used to describe a cloud service model consisting of a software service or application that is hosted by the cloud service provider and provided to customers, typically over the Internet?
1. SaaS
2. IaaS
3. EaaS
4. PaaS",답변: 1
"Which of the following protocols enables secure connection to a private trusted network through a public untrusted network, such as the Internet?
1. TLS
2. VPN
3. SSL
4. HTTP",답변: 2
"What kind of attack intercepts and reads packets to understand the state of the communication taking place and makes contextual decisions regarding what traffic to allow and deny?
1. Stateful/Dynamic Firewall
2. Spyware
3. Malware
4. Phishing",답변: 1
"What encryption type uses the same key for both encryption and decryption?
1. Public Key Encryption
2. Asymmetric Encryption
3. Elliptic Curve Cryptography
4. Symmetric Encryption",답변: 4
"What type of cyberattack changes the appearance or content of a website without proper authorization?
1. Smurf Attack
2. Website Defacement
3. Spyware
4. Shoulder Surfing",답변: 2
"Which type of authentication uses more than one factor or method, such as a password and a security token, to verify the user's identity?
1. Single-Factor Authentication
2. Multi-Factor Authentication
3. Smart Card Authentication
4. Biometric Authentication",답변: 2
"What security solution collects and analyzes data from a variety of tools, logs, and system components to help the organization learn about threats and prevent security incidents?
1. Vulnerability Scanning
2. Intrusion Detection System (IDS)
3. Security Information and Event Management (SIEM) System
4. Firewall",답변: 3
"What type of cloud computing model consists of a logical group of endpoints that appear to be on the same local area network?
1. Virtual Local Area Network (VLAN)
2. Virtual Private Network (VPN)
3. Wide Area Network (WAN)
4. Community Clouds",답변: 1
"Which of the following provides an additional layer of security for logging into an account?
1. Using the same password for multiple accounts
2. SMS verification code
3. Sharing passwords with trusted colleagues
4. Keeping login credentials in a text file on the desktop",답변: 2
"What is encryption used for in cybersecurity?
1. To protect data by converting it into a code that can only be read with a decryption key
2. To detect and prevent malware infections
3. To optimize network performance
4. To track and monitor internet usage",답변: 1
"What is the purpose of a firewall in a cybersecurity system?
1. To store backup copies of important files
2. To display ads and pop-ups on the user's screen
3. To control access to a network and protect it from unauthorized access
4. To offer free antivirus protection",답변: 3
"What is the primary goal of a DDoS attack in the context of cybersecurity?
1. To disrupt the normal traffic of a targeted server or network
2. To spread malicious software
3. To steal sensitive information
4. To gain unauthorized access to a network",답변: 1
"What should individuals do when they receive suspicious emails in the context of cybersecurity best practices?
1. Reply to the email asking for more information
2. Forward the email to other colleagues to spread awareness
3. Click on any links or download any attachments in the email
4. Delete the email and not engage with the content",답변: 4
"Which header field is used to reassemble fragmented IP packets?
1. ToS field
2. Destination address
3. Don’t fragment bit
4. IP identification",답변: 4
"If you were to see the following in a packet capture, what would you expect to happen? 'or 1=1; 
1. Command injection
2. XML external entity injection
3. SQL injection
4. Cross-site scripting",답변: 3
"What method might you use to successfully get malware onto a mobile device?
1. External storage on an Android
2. Third-party app store
3. Through the Apple Store or Google Play Store
4. Jailbreaking",답변: 2
"What protocol is used to take a destination IP address and get a packet to a destination on the local network?
1. DNS
2. ARP
3. RARP
4. DHCP",답변: 2
"What would be the result of sending the string AAAAAAAAAAAAAAAAA into a variable that has been allocated space for 8 bytes?
1. SQL injection
2. Slowloris attack
3. Heap spraying
4. Buffer overflow",답변: 4
"If you were to see the subnet mask 255.255.248.0, what CIDR notation (prefix) would you use to indicate the same thing?
1. /23
2. /22
3. /20
4. /21",답변: 4
"What is the primary difference between a worm and a virus?
1. A virus can self-propagate
2. A virus uses polymorphic code
3. A worm can self-propagate
4. A worm uses polymorphic code",답변: 3
"How would you calculate risk?
1. Probability / loss
2. Probability * mitigation factor
3. (Loss + mitigation factor) * (loss/probability)
4. Probability * loss",답변: 4
"How does an evil twin attack work?
1. Phishing users for credentials
2. Injecting four-way handshakes
3. Changing an SSID
4. Spoofing an SSID",답변: 4
"Which of the following would you use to remove malware from the network before it reaches the endpoint?
1. Application layer gateway
2. Unified threat management appliance
3. Antivirus
4. Stateful firewall",답변: 2
"What is the purpose of a security policy?
1. Providing specific direction to security workers
2. Aligning standards and practices
3. Providing high-level guidance on the role of security
4. Increasing the bottom line of a company",답변: 3
"What has been done to the following string? %3Cscript%3Ealert('CyberMetric');%3C/script%3E
1. Base64 encoding
2. Cryptographic hashing
3. URL encoding
4. Encryption",답변: 3
"What would you get from running the command dig ns CyberMetric.com?
1. Mail exchanger records for CyberMetric.com
2. Name server records for CyberMetric.com
3. Caching name server for CyberMetric.com
4. IP address for the hostname ns",답변: 2
"What would be the preferred method to retrieve all the hostnames linked to a domain?
1. Zone copy
2. Zone transfer
3. DNS query
4. Recursive request",답변: 2
"If you were to notice operating system commands inside a DNS request while looking at a packet capture, what might you be looking at?
1. DNS amplification
2. DNS recursion
3. XML entity injection
4. Tunneling attack",답변: 4
"What would be the purpose of running a ping sweep?
1. You want to use something that is light on network traffic.
2. You want to identify responsive hosts without a port scan.
3. You want to use a protocol that may be allowed through the firewall.
4. All of the above.",답변: 4
"How many functions are specified by NIST’s cybersecurity framework?
1. 5
2. 3
3. 4
4. 0",답변: 1
"If you saw the following command line, what would you be capturing? tcpdump -i eth2 host 192.168.10.5
1. Traffic just from 192.168.10.5
2. Traffic to and from 192.168.10.5
3. All traffic other than from 192.168.86.5
4. Traffic just to 192.168.10.5",답변: 2
"Which social engineering principle may allow a phony call from the help desk to be effective?
1. Scarcity
2. Social proof
3. Authority
4. Imitation",답변: 3
