Question,Answer
"다음 중 다른 국가의 국가 안보법을 비교할 때 다음 중 공통적 인 차이가 아닌 것은 무엇입니까?\n1. 법적 책임의 정의\n2. 관할권의 범위\n3. 법의 이행 효과\n4. 법의 법률 시간","답변: 4"
"개인 정보 처리 활동에서 개인 정보 주제의 동의 권리는 어떻게 반영됩니까?\n1. 개인 정보의 주제는 서면으로 동의해야합니다.\n2. 개인 정보의 주제는 구두로 동의 할 수 있습니다\n3. 개인 정보의 주제에 대한 동의는 자유롭게 주어지고 명확하며 구체적으로 제공되어야합니다.\n4. 개인 정보 과목의 동의는 제 3자가 표현할 수 있습니다.","답변: 3"
"사이버 보안법에 따르면 네트워크 제품 및 서비스 제공 업체가 다음 중 어떤 책임을 맡아야합니까?\n1. 제품 및 서비스의 안전에 대한 책임 없음\n2. 제품의 기능에 대한 책임 만 있습니다\n3. 제품 및 서비스의 보안에 대한 책임을지고 네트워크 보안을 보장하기 위해 기술 조치 및 기타 필요한 조치를 취하십시오.\n4. 서비스 가격에 대한 책임 만","답변: 3"
"소프트웨어의 번역 권한에 대한 다음 진술은 정확합니다. 번역 권한은 ()의 권리를 참조하십시오.\n1. 원래 소프트웨어를 한 자연 언어에서 다른 언어로 변환\n2. 원본 소프트웨어를 한 프로그래밍 언어에서 다른 프로그래밍 언어로 변환\n3. 소프트웨어 저작권 홀더는 다양한 언어 및 텍스트로 소프트웨어를 즐깁니다.\n4. 소프트웨어의 작동 인터페이스 또는 프로그램과 관련된 언어 및 텍스트를 다른 언어로 번역합니다.","답변: 2"
"설계 측면에서 공식적으로 검증되고 독립적 인 제 3자가 테스트하는 제품에 어떤 일반적인 기준 평가 보증 수준 (EAL)이 부여됩니까?\n1. 1\n2. 3\n3. 5\n4. 7","답변: 4"
"개인 데이터를 처리 할 때, 기업이 따라야하는 동의 메커니즘에는 다음이 포함되지 않습니다.\n1. 명확하고 구체적이며 자유 동의\n2. 인상적인 동의, 즉 사용자가 명시 적으로 반대하지 않으면 동의로 간주됩니다.\n3. 동의는 쉽게 취소되어야합니다\n4. 동의는 적절한 정보와 투명성을 기준으로해야합니다.","답변: 2"
"네트워크 모니터링과 관련하여 다음 중 중국 인민 공화국의 사이버 보안법을 위반하는 행동은 무엇입니까?\n1. 국가 안보 기관은 법률에 따라 네트워크 모니터링을 수행합니다.\n2. 네트워크 운영자는 네트워크 보안을 보장하기 위해 네트워크 트래픽을 모니터링합니다.\n3. 사용자의 동의없이 네트워크 서비스 제공 업체는 사용자의 커뮤니케이션 콘텐츠를 모니터링합니다.\n4. 네트워크 운영자는 맬웨어를 모니터링하고 제거합니다","답변: 3"
"국가 안보법 이행 중 법 집행의 효과를 평가하는 방법은 무엇입니까?\n1. 정기적 인 안전 검사를 통과하십시오\n2. 여론의 피드백을 통해\n3. 법이 시행 된 후 보안 사건의 발생률\n4. 포괄적 인 평가 및 특별 검사를 통과하십시오","답변: 4"
"다음 중 컴퓨터 증거를 수집하는 기본 원칙은 무엇입니까?\n1. 법률 수사관이나 대리인이 취한 조치는 법정에서 의존 할 수있는 미디어에 대한 데이터 보유를 변경해서는 안됩니다.\n법률 수사관이나 해당 에이전트가 취한 모든 조치는 매체의 데이터를 변경해서는 안되며, 이후 프레젠테이션이 될 수 있습니다.\n2. 수집 된 증거를 변경하기 위해 취한 조치는 기록되고 문서화되어야하며, 문서 증거는 법원에 제시되어야합니다.\n수집 된 증거를 변경하기 위해 취한 조치를 기록해야하며, 기록과 문서는 법정에서 제시되어야합니다.\n3. 사건과 관련이없는 압수 된 데이터는 사건이 완료 될 때까지 법 집행에 의해 유지 될 수있다.\n사건과 관련이없는 데이터는 사례가 완전히 완료 될 때까지 법무 부서에서 보유 할 수 있습니다.\n4. 사건과 관련이없는 압수 된 데이터는 법 집행에 의해 유지되어서는 안됩니다.\n사례와 관련이없는 데이터는 법률 부서에서 보관할 수 없습니다.","답변: 1"
"대규모 데이터 처리 활동을 수행 할 때 GDPR에 따라 규정 준수를 보장하기 위해 조직은 수행해야합니까?\n1. 데이터 보안 영향 평가\n2. 개인 정보 보호 영향 평가\n3. 국경 간 데이터 전송 평가\n4. 위반 위험 평가","답변: 2"
"데이터 보안법에서 국가 데이터 보안 작업에 관한 설명은 잘못입니까?\n1. 주정부는 데이터 분류 및 채점 보호 시스템을 설정합니다.\n2. 모든 데이터는 국가에 저장되어야하며 국경 간 전송은 금지됩니다.\n3. 주정부는 데이터 보안 기술의 연구 및 개발을 지원합니다.\n4. 데이터 프로세서는 데이터 처리 활동을 담당해야합니다.","답변: 2"
"CCPA에 따라 소비자는 회사에게 다음을 요청할 권리가 있습니다.\n1. 개인 데이터를 삭제합니다\n2. 개인 데이터 판매를 중단하십시오\n3. 개인 데이터가 수집, 사용 및 공유되는 정도를 알고 있습니다.\n4. 위의 모든 것","답변: 4"
"개인 데이터를 처리 할 때 다음 중 개인 정보 보호법의 데이터 현지화 조항을 위반하는 관행은 무엇입니까?\n1. 국내 서버에 개인 데이터를 저장하고 암호화 조치를 취하십시오.\n2. 데이터 주제의 동의없이 개인 데이터를 해외 서버로 전송합니다.\n3. 데이터가 국경을 넘어 전송되기 전의 익명 데이터\n4. 데이터 보안을 보장하기 위해 해외 파트너와의 데이터 처리 계약 서명","답변: 2"
"국경 간 데이터 흐름에서 다음 중 개인 정보 보호 프레임 워크를 위반할 수있는 상황은 무엇입니까?\n1. 미국 회사는 EU의 데이터 보호를 위해 EU의 인증을받은 EU 고객 데이터를 싱가포르의 지점으로 이전합니다.\n2. 회사는 사용자의 동의없이 개인 데이터를 타사 데이터 프로세서로 전송합니다.\n3. 회사는 암호화 기술을 사용하여 사용자 데이터를 전송하지만 데이터 수신자가 엄격한 데이터 보호 측정을 구현하지는 않습니다.\n4. 회사는 개인 정보 보호 정책의 국경을 넘어 데이터가 전송 될 수 있고 거부 옵션을 제공 할 수 있음을 사용자에게 명시 적으로 알려줍니다.","답변: 2"
"국경 간 데이터 전송을 처리 할 때 GDPR 요구 사항을 충족하기 위해 일반적으로 다음 규정 준수 전략이 권장되지 않습니까?\n1. 표준 계약 조건\n2. 개인 정보 보호 동등성을 결정하기 위해 데이터 수신자가 위치한 국가에 의존\n3. 개인 정보 보호 영향 평가 (PIA) 구현\n4. 데이터 주제의 동의없이 데이터의 직접 전송","답변: 4"
"개인 정보 보호법에 따르면, 다음 중 보상에 대한 책임이있는 상황은 무엇입니까?\n1. 조직은 개인 정보 보호 정책을 적시에 업데이트하지 않았습니다.\n2. 타사 공급 업체에 의한 개인 정보 유출\n3. 사용자는 자신의 개인 정보를 공개합니다\n4. 조직은 법적 범위 내에서 개인 정보를 사용합니다","답변: 2"
"ISO \\/IEC 27002에 지정된 컨트롤은 대부분의 조직에 적용 가능한 모범 사례로 간주되며 모든 규모와 복잡성의 조직에 쉽게 조정됩니다.ISO \\/IEC27002 : 2013에서 제어 조치는 () 안전 제어 장으로 나뉩니다.\n1. 11\n2. 12\n3. 13\n4. 14","답변: 4"
"어떤 TCSEC 레벨이 제어 된 액세스 보호로 표시되어 있습니까?\n1. C1\n2. C2\n3. C3\n4. B1","답변: 2"
"데이터 보안법에 따르면, 다음 중 형사 책임을 결정할 때 고려해야 할 범죄 구성 요소가 아닌 것은 무엇입니까?\n1. 가해자의 주관적 의도\n2. 행동의 불법\n3. 행동으로 인한 특정 손실량\n4. 가해자에 전문 데이터 보안 자격이 있는지 여부","답변: 4"
"데이터 보호 측면에서 EU의 일반 데이터 보호 규정 (GDPR)의 핵심 원칙은 무엇입니까?\n1. 데이터 최소화\n2. 데이터 익명화\n3. 데이터의 자유 흐름\n4. 데이터 소유권은 개인에게 속한다","답변: 1"
"국가 안보법에 따르면, 다음 중 위기 커뮤니케이션의 주요 원칙이 아닌 것은 무엇입니까?\n1. 정보를 적시에 정확한 방식으로 공개하십시오\n2. 정보를 기밀로 유지하십시오\n3. 투명성과 개방성\n4. 공익과 감정에주의를 기울이십시오","답변: 2"
"다음 중 데이터 처리에 대한 개인 정보 보호법의 조항을 위반할 수있는 상황은 무엇입니까?\n1. 사용자가 명시 적으로 반대하는 경우 마케팅 활동에 개인 정보를 계속 사용하십시오.\n2. 사용자의 동의에 따라 계약 제공을 위해 개인 정보를 타사 서비스 제공 업체에 전송하십시오.\n3. 데이터 위반이 발생한 후 영향을받는 개인 및 관련 규제 기관에 즉시 알림\n4. 데이터 손실을 방지하려면 정기적으로 데이터를 백업하고 보안 오프라인 환경에 저장하십시오.","답변: 1"
"주요 비상 사태에 대한 응답으로, 국가 안보법에 따라 어떤 행동이 정부의 주요 고려 사항이 아닌가?\n1. 즉시 비상 계획을 활성화하고 구조를 조직하십시오\n2. 공공 안전을 보장하고 위험한 지역의 사람들을 대피\n3. 정부 기관의 정상적인 운영을 보호하는 데 우선 순위가 부여됩니다.\n4. 위기 의사 소통을 수행하고 공식 정보를 게시하십시오","답변: 3"
"레벨 보호는 중국 네트워크 보안 보증의 특징과 초석입니다. 레벨 보호의 새로운 표준 2.0은 신뢰할 수있는 컴퓨팅 기술 사용 요구 사항을 강화합니다.그중 보안 보호 수준 ()은 응용 프로그램의 모든 실행 링크에 대한 동적 신뢰 검증이 필요합니다.\n1. 레벨 1\n2. 레벨 2\n3. 레벨 3\n4. 레벨 4","답변: 4"
"다음 중 액세스 제어를 구현할 때 개인 정보 보호법이 권장하지 않는 관행은 무엇입니까?\n1. 최소 권한 원칙, 직원이 업무를 수행하는 데 필요한 데이터에만 액세스 할 수 있도록\n2. 계정 보안을 향상시키기 위해 다중 인증 인증을 사용하십시오\n3. 모든 직원이 팀워크를 용이하게하기 위해 모든 개인 정보에 액세스하도록 허용합니다.\n4. 정기적으로 액세스 권한을 검토하고 업데이트합니다","답변: 3"
"다음 중 어떤 상황에서 법 집행 기관은 수색 영장없이 압류 할 수 있습니까?\n1. 응급 상황에서 지연이 증거의 파괴로 이어질 수 있습니다.\n2. 공공 장소의 모든 품목\n3. 범죄의 수익으로 알려진 재산\n4. 구금 된 사람이 승인 한 모든 항목","답변: 1"
"다음 중 GDPR 준수 요구 사항에서 조직을 면제 할 수있는 상황은 무엇입니까?\n1. 조직은 비 EU 시민에 대해서만 데이터를 처리합니다\n2. 조직이 처리 한 데이터의 양은 매우 작습니다.\n3. 조직은 공공 기관입니다\n4. 조직은 개인 데이터를 전혀 처리하지 않습니다.","답변: 4"
"Orange Book은 다음 수준 중 어느 시스템에 대한 감사 메커니즘이 필요합니까?\n1. C1 이상.\n2. C2 이상.\n3. B1 이상.\n4. B2 이상.","답변: 2"
"법적 책임의 유형에 따라 개인 정보 보호 규정을 위반하여 직면 할 수있는 책임은 무엇입니까?\n1. 행정 책임\n2. 형사 책임\n3. 도덕적 책임\n4. 민사 책임","답변: 3"
"규정 준수에 따르면 기업은 어떻게 사용자의 개인 정보를 보호해야합니까?\n1. 정보의 수집, 사용 및 공유를 사용자에게 알리기 위해 투명한 개인 정보 보호 정책을 제공합니다.\n2. 사용자가 동의하지 않는 경우 개인 정보 수집\n3. 사용자의 지식없이 제 3 자에게 데이터를 판매\n4. 사용자가 요청할 때만 안전 조치를 구현하십시오","답변: 1"
"개인 정보 보호법에 따르면, 다음 중 개인 정보 유출이 발생할 때 조직이 취해야 할 조치는 무엇입니까?\n1. 즉시 치료 조치를 취하십시오\n2. 개인 정보의 주제로 누출을보고하십시오.\n3. 관련 규제 기관에보고하십시오\n4. 수집 된 모든 개인 정보를 파괴하십시오","답변: 4"
"중국 사이버 보안법에 따르면 중요한 국내 데이터의 국경 간 전파와 관련하여 다음 중 어떤 관행이 올바른가?\n1. 조직은 암호화되는 한 국경을 가로 질러 모든 유형의 데이터를 자유롭게 전송할 수 있습니다.\n2. 중요한 정보 인프라의 운영자의 경우 보안 평가 후 국경을 넘어 데이터를 전송해야합니다.\n3. 모든 국내 데이터는 데이터 주권을 보장하기 위해 국경을 가로 질러 전송되는 것이 금지됩니다.\n4. 중국 법을 고려하지 않고 수용 국가의 데이터 보호 규정을 준수합니다.","답변: 2"
"네트워크를 사용하는 모든 개인 또는 조직은 네트워크의 보안을 위험에 빠뜨리지 않아야하며, 국가 안보, 명예 및 관심사, 국가 권력의 전복을 촉진하고, 사회주의 체제를 전복시키고, 국가의 분열을 촉진하고, 국가 연합과 극단주의를 약화 시키며, 국가적으로 분명히 촉발하고, 증오를 촉진하고, 덤불을 촉발하고, 덤불을 촉발하고, 불명확하며,이를 촉진하고,이를 촉진하고, 불명확하며, 국민의 차별화를 촉진하고, 국가적 연합과 극단주의를 촉진하고, 국가적 통일성과 극단주의를 촉진하고, 국가의 통일성과 극단주의를 촉진하는 등의 활동에 소개하지 않아야한다. 경제적, 사회 질서를 방해하기 위해 허위 정보를 전파하고, 명성, 개인 정보, 지적 재산권 및 기타 합법적 인 권리 및 타인의 이익에 대한 침해.\n1. 헌법과 법을 준수합니다\n2. 공공 질서를 준수합니다\n3. 사회적 도덕을 존중하십시오\n4. 노동의 열매를 존중하십시오","~ 안으로"
"중화 인민 공화국의 국가 안보법에 따르면, 국가 안보를 보호하는 데있어 대중의 책임은 누구입니까?\n1. 주 비밀을 유지하십시오\n2. 국가 통일성을 유지하십시오\n3. 언제든지 테러 활동을보고하십시오\n4. 정부의 국가 안보 정책을 공개적으로 비판한다","답변: 4"
"""데이터 보안법""()은 관련 법률 및 행정 규정의 조항에 따라 처벌됩니다.\n1. 다른 불법적 인 방식으로 데이터를 훔치거나 얻습니다\n2. 경쟁을 배제하고 제한하기 위해 데이터 처리 활동을 수행합니다.\n3. 또는 개인 및 조직의 합법적 인 권리와 이익을 손상시킵니다.\n4. 국가 안보 및 국가 이익 판매","~ 안으로"
"중화 인민 공화국의 사이버 보안법에 따르면, 다음 중 네트워크 운영자가 개인 정보를 수집하고 사용할 때 준수 해야하는 규정은 무엇입니까?\n1. 사용자 명시 적 동의를 얻으십시오\n2. 공개 수집 및 사용 규칙\n3. 법정 의무 또는 법정 의무의 수행에 필요한\n4. 재정적 이익을 위해 제 3 자에게 판매하십시오","답변: 4"
"국가 안보법의 사례 분석에서 다음 중 가장 효과적인 예방 조치로 널리 알려진 다음 보안 전략은 무엇입니까?\n1. 포괄적 인 모니터링 전략\n2. 위험 평가 및 관리 전략\n3. 비상법 상태 전략\n4. 군사 확장 전략","답변: 2"
"관련 규정에 따르면, 다음 중 어떤 상황에서 개인 정보 프로세서를 심각하게 위반할 수 있습니까?\n1. 개인 정보 보안의 영향 평가를위한 시스템이 설정되지 않았습니다.\n2. 개인 정보 보호 정책은 공식화되지 않았습니다\n3. 개인 정보 보호를 담당하는 특별한 사람이 없습니다.\n4. 위의 모든 상황","답변: 4"
"개인 정보 처리에서, 다음 원칙 중 개인 정보 프로세서가 특정 목적을 달성하는 데 필요한 개인 정보 만 수집하고 처리 해야하는 원칙은 무엇입니까?\n1. 합법성의 원칙\n2. 합리성의 원리\n3. 목적의 제한 원리\n4. 데이터 최소화 원리","답변: 4"
"중화 인민 공화국의 사이버 보안법에 따르면, 네트워크 운영자는 개인 정보의 보안을 보장하고 정보 유출, 손상 또는 손실을 방지하기 위해 기술적 조치 및 기타 필요한 조치를 취해야합니다.다음 중이 범주에 속하지 않는 측정 값은 무엇입니까?\n1. 데이터 암호화 저장\n2. 정기적 인 보안 감사\n3. 직원 액세스를 제한합니다\n4. 데이터 공유 계약","답변: 4"
"다음 중 보안 상태 및 액세스 모드의 개념을 고정하고 액세스 규칙을 개괄하는 데 사용되는 다단계 보안 정책의 첫 번째 수학적 모델은 무엇입니까?\n1. 비바\n2. Bell-Lapadula\n3. Clark-Wilson\n4. 상태 기계","답변: 2"
"중화 인민 공화국 형법 제 287 조, 정보 네트워크를 사용하는 불법적 인 범죄 및 다음 행동은이 법에 속하지 않습니다.\n1. 사기, 범죄 방법 교육, 금지 된 품목 만들기 또는 판매 및 품목 통제와 같은 불법 및 범죄 활동을 저지르기위한 웹 사이트 및 커뮤니케이션 그룹을 설립하십시오.\n2. 약물, 총, 외설적 인 품목 또는 기타 불법 및 범죄 활동과 같은 금지 된 품목의 생산 또는 판매에 대한 정보를 게시\n3. 테러와 극단주의를 장려합니다\n4. 사기 및 기타 불법 활동을위한 정보 공개 정보","답변: 3"
"네트워크 운영자는 ()해야합니다.\n1. 네트워크 정보 보안 불만 및보고 시스템 설정\n2. 불만,보고 방법 및 기타 정보에 대한 정보 게시\n3. 적시에 네트워크 정보 보안에 대한 불만 및 보고서를 수락하고 처리합니다.\n4. 네트워크 정보 보안을 손상시키는 불만 및보고","~ 안으로"
"국가 안보법에 따르면, 국가 안보법의 조항을 위반하는 행위에 대해 어떤 법적 책임이 부여됩니까?\n1. 관리 경고\n2. 민사 보상\n3. 형사 책임\n4. 경제 처벌","답변: 3"
"형사 소송에서 개인 정보 침해가 의심되는 경우 어떤 단계가 먼저 수행됩니까?\n1. 공개 기소를 제출하십시오\n2. 사건을 조사하십시오\n3. 판단\n4. 판단을 실행하십시오","답변: 2"
"사이버 보안법은 네트워크 제품 및 서비스 관리를 위해 어떤 요구 사항을 제시합니까?\n1. 네트워크 제품 및 서비스 제공 업체는 제품 및 서비스의 보안에 대해 책임을지지 않습니다.\n2. 네트워크 제품 및 서비스 제공 업체는 제품 및 서비스의 보안에 대한 책임이 있으며 악의적 인 백도어를 설정하지 않아야합니다.\n3. 네트워크 제품 및 서비스 제공 업체는 쉽게 유지 보수 및 업데이트를 위해 백도어를 자유롭게 설정할 수 있습니다.\n4. 네트워크 제품 및 서비스 제공 업체는 제품의 기능 만 책임을지며 사용자는 보안을 담당합니다.","답변: 2"
